Назив,Белешка,URL адреса,Ознаке,Коментар
TANGOYA BREWERY & PUBLIC HOUSE,,https://www.google.com/maps/place/TANGOYA+BREWERY+%26+PUBLIC+HOUSE/data=!4m2!3m1!1s0x5fff95209e95ba7f:0x3b38527e6e2c392d,,
Kanzaki,,https://www.google.com/maps/place/Kanzaki/data=!4m2!3m1!1s0x5fffb9117ef2bcbf:0x9746e480d8171251,,
Yuhigaura Beach,,https://www.google.com/maps/place/Yuhigaura+Beach/data=!4m2!3m1!1s0x5fffba7ca7b39419:0xfc5a40b55338e43d,,
Hanare no Yado Waraku,,https://www.google.com/maps/place/Hanare+no+Yado+Waraku/data=!4m2!3m1!1s0x5fffba13f5505313:0x300696d211d95a8f,,
Hashidate Chaya,,https://www.google.com/maps/place/Hashidate+Chaya/data=!4m2!3m1!1s0x5fff91293938d33d:0x922ace8d1e33eff0,,
Amanohashidate Viewland,,https://www.google.com/maps/place/Amanohashidate+Viewland/data=!4m2!3m1!1s0x5fff9139d014fdeb:0x887258de2a32f66a,,
Sanzen-in Temple,,https://www.google.com/maps/place/Sanzen-in+Temple/data=!4m2!3m1!1s0x6001a0d6590baa13:0x532a08b9f00f2f34,,
Imamiya Shrine,,https://www.google.com/maps/place/Imamiya+Shrine/data=!4m2!3m1!1s0x6001a81cd77d2ad9:0x80cc3aa40442ebb,,
Mizutaki Nagano,,https://www.google.com/maps/place/Mizutaki+Nagano/data=!4m2!3m1!1s0x354191edb195e8db:0xd29a8fc0dffe1958,,
Fukuoka Castle Ruins,,https://www.google.com/maps/place/Fukuoka+Castle+Ruins/data=!4m2!3m1!1s0x354193d32689fe43:0x5f7b1b1a747c028a,,
Hotel Il Palazzo,,https://www.google.com/maps/place/Hotel+Il+Palazzo/data=!4m2!3m1!1s0x3541919420618f05:0x47941a11f2a411c4,,
博多もつ鍋菊武,,https://www.google.com/maps/place/%E5%8D%9A%E5%A4%9A%E3%82%82%E3%81%A4%E9%8D%8B%E8%8F%8A%E6%AD%A6/data=!4m2!3m1!1s0x3541912c16f14415:0x8abde8c398f327f8,,
Dazaifu Tenmangu Shrine,,https://www.google.com/maps/place/Dazaifu+Tenmangu+Shrine/data=!4m2!3m1!1s0x35419b9f2aebfbcd:0xb824d1aba75fae97,,
【元祖】柳川川下り 松月乗船場,,https://www.google.com/maps/place/%E3%80%90%E5%85%83%E7%A5%96%E3%80%91%E6%9F%B3%E5%B7%9D%E5%B7%9D%E4%B8%8B%E3%82%8A+%E6%9D%BE%E6%9C%88%E4%B9%97%E8%88%B9%E5%A0%B4/data=!4m2!3m1!1s0x3541b33730c9c3a1:0xea0a7314719d0876,,
Former Residence of the Kabashima Family,,https://www.google.com/maps/place/Former+Residence+of+the+Kabashima+Family/data=!4m2!3m1!1s0x35404caedcba4417:0x2b2aa8f055d67bc,,
江戸小路 すずめの時間,,https://www.google.com/maps/place/%E6%B1%9F%E6%88%B8%E5%B0%8F%E8%B7%AF+%E3%81%99%E3%81%9A%E3%82%81%E3%81%AE%E6%99%82%E9%96%93/data=!4m2!3m1!1s0x35404caedb36dec5:0x3e8f14b504853e97,,
Ganso Motoyoshiya,,https://www.google.com/maps/place/Ganso+Motoyoshiya/data=!4m2!3m1!1s0x3541b3362b175115:0x8c941a222339ff18,,
hakata gomasabaya,,https://www.google.com/maps/place/hakata+gomasabaya/data=!4m2!3m1!1s0x3541918887a431cd:0x97ee2fce5dd1425,,
Hakata Old Town Area,,https://www.google.com/maps/place/Hakata+Old+Town+Area/data=!4m2!3m1!1s0x3541914b7095dfcf:0xa65cbb2bdc58a02d,,
Kushida Shrine,,https://www.google.com/maps/place/Kushida+Shrine/data=!4m2!3m1!1s0x354191eaaa536a57:0xa1896c7e84458da4,,
CANAL CITY HAKATA,,https://www.google.com/maps/place/CANAL+CITY+HAKATA/data=!4m2!3m1!1s0x354191958981c361:0xe0edba177a7419d1,,
Hakata Noodle Street,,https://www.google.com/maps/place/Hakata+Noodle+Street/data=!4m2!3m1!1s0x354191cf6ac0f693:0x3406ee043e6ad376,,
Yuzuya Honten,,https://www.google.com/maps/place/Yuzuya+Honten/data=!4m2!3m1!1s0x3544ae5996850c45:0xfcff261d2344a355,,
Mt. Kasayama Observatory 笠山山頂展望台,,https://www.google.com/maps/place/Mt.+Kasayama+Observatory+%E7%AC%A0%E5%B1%B1%E5%B1%B1%E9%A0%82%E5%B1%95%E6%9C%9B%E5%8F%B0/data=!4m2!3m1!1s0x3544ae58155ccc37:0x2fea4c792beca19d,,
いそ萬,,https://www.google.com/maps/place/%E3%81%84%E3%81%9D%E8%90%AC/data=!4m2!3m1!1s0x3544afe76b3f0483:0xff1b78cfe3e564b9,,
Roadside Station Hagi Seamart,,https://www.google.com/maps/place/Roadside+Station+Hagi+Seamart/data=!4m2!3m1!1s0x3544afc512e23021:0x15917582bc00c6d6,,
Hagi no Yado Tomoe,,https://www.google.com/maps/place/Hagi+no+Yado+Tomoe/data=!4m2!3m1!1s0x3544af9f2f9fed21:0x7dcec5225a308ada,,
Seiseian,,https://www.google.com/maps/place/Seiseian/data=!4m2!3m1!1s0x3544af7af9597c0d:0xbb9b4dd29a6bc01b,,
Hagi Sightseeing Boat （Hagi Hakkei Yūransen,,https://www.google.com/maps/place/Hagi+Sightseeing+Boat+%EF%BC%88Hagi+Hakkei+Y%C5%ABransen/data=!4m2!3m1!1s0x3544af632216118b:0x66dcce2372e7875e,,
Hagi Castle Town,,https://www.google.com/maps/place/Hagi+Castle+Town/data=!4m2!3m1!1s0x3544af7a567530cf:0xc8b2cb05bc3e64b2,,
Aibagawa Waterway,,https://www.google.com/maps/place/Aibagawa+Waterway/data=!4m2!3m1!1s0x3544a57d22870d8b:0x4e7b8d15c025d5af,,
Hagi Shinkai,,https://www.google.com/maps/place/Hagi+Shinkai/data=!4m2!3m1!1s0x3544af993b575e11:0xba90150fa8b9b9bd,,
Tokoji,,https://www.google.com/maps/place/Tokoji/data=!4m2!3m1!1s0x3544afc188566a13:0xae45a35e39eb5d03,,
Shoin Shrine,,https://www.google.com/maps/place/Shoin+Shrine/data=!4m2!3m1!1s0x3544af95ac2845bd:0xf5bd2ca303fc4b7c,,
Gin Sushi,,https://www.google.com/maps/place/Gin+Sushi/data=!4m2!3m1!1s0x5ff3658b6a0ca195:0x95f4493263ae8c30,,
Sado Kinzan (Sado gold mine),,https://www.google.com/maps/place/Sado+Kinzan+(Sado+gold+mine)/data=!4m2!3m1!1s0x5ff365ff4b2d6e51:0xa2593eaa09b48162,,
Gashima Cinema,,https://www.google.com/maps/place/Gashima+Cinema/data=!4m2!3m1!1s0x5ff365f44c1eaaab:0x1f15062292e4a0d9,,
Site of Kitazawa Flotation Plant,,https://www.google.com/maps/place/Site+of+Kitazawa+Flotation+Plant/data=!4m2!3m1!1s0x5ff36f5f794848db:0x19328abd4f648a72,,
Hananoki,,https://www.google.com/maps/place/Hananoki/data=!4m2!3m1!1s0x5ff487565194b4f5:0x7f8ee71e0011f50c,,
Taraibune Tub-Boat Riding Experience,,https://www.google.com/maps/place/Taraibune+Tub-Boat+Riding+Experience/data=!4m2!3m1!1s0x5ff4875cedcb3be1:0xea07b0dc8b67dbaf,,
Shukunegi,,https://www.google.com/maps/place/Shukunegi/data=!4m2!3m1!1s0x5ff47df91533d955:0x494fed1e38dbee63,,
Nissekiji,,https://www.google.com/maps/place/Nissekiji/data=!4m2!3m1!1s0x5ff794ef6b023fdf:0x3d8315bf3640f4a3,,
Taruhime Shrine,,https://www.google.com/maps/place/Taruhime+Shrine/data=!4m2!3m1!1s0x5ff77298ed93139f:0x555440bee5f0b020,,
Himi Fishing Port 2F Fish Market Restaurant,,https://www.google.com/maps/place/Himi+Fishing+Port+2F+Fish+Market+Restaurant/data=!4m2!3m1!1s0x5ff7733a347b69b1:0x7f31ef72b93dc406,,
The Boon,,https://www.google.com/maps/place/The+Boon/data=!4m2!3m1!1s0x5ff77336e79610bb:0xd3fa3e3533d3e357,,
Onnaiwa (Woman Rock),,https://www.google.com/maps/place/Onnaiwa+(Woman+Rock)/data=!4m2!3m1!1s0x5ff77680352455fd:0xcf9bb21455570b27,,
Zennenji,,https://www.google.com/maps/place/Zennenji/data=!4m2!3m1!1s0x5ff7769e8b9e275b:0x50bdc5c9724f7b50,,
Amaharashi Station,,https://www.google.com/maps/place/Amaharashi+Station/data=!4m2!3m1!1s0x5ff7769d33853ea1:0xa94c3a8ee9881657,,
城ヶ崎海岸,,https://www.google.com/maps/place/%E5%9F%8E%E3%83%B6%E5%B4%8E%E6%B5%B7%E5%B2%B8/data=!4m2!3m1!1s0x6019db6d113a02e3:0x4893b285c3af445e,,
Kadowaki Suspension Bridge,,https://www.google.com/maps/place/Kadowaki+Suspension+Bridge/data=!4m2!3m1!1s0x6019db51eb9a2d6b:0x43148bb0dc9e0944,,
Izu Oceanic Park,,https://www.google.com/maps/place/Izu+Oceanic+Park/data=!4m2!3m1!1s0x6019db709d859f7d:0x9f72fa0a8b1a464d,,
Mt. Omuro,,https://www.google.com/maps/place/Mt.+Omuro/data=!4m2!3m1!1s0x6019c33394b29b1f:0xee6eb9c6e8a9e7e8,,
Shimizu Bridge,,https://www.google.com/maps/place/Shimizu+Bridge/data=!4m2!3m1!1s0x6002f069f6b9d589:0xd044ac21d0b38189,,
Yoshida River,,https://www.google.com/maps/place/Yoshida+River/data=!4m2!3m1!1s0x6002f01fdfcebf99:0x62fd87c0ff8a67fa,,
Gujo Hachiman Castle,,https://www.google.com/maps/place/Gujo+Hachiman+Castle/data=!4m2!3m1!1s0x6002f015565f9291:0x2642da1224497ad2,,
Suisha Bridge,,https://www.google.com/maps/place/Suisha+Bridge/data=!4m2!3m1!1s0x6018f30060ef1b9b:0x1d216b53a5abf2a9,,
Numabukuro West Park,,https://www.google.com/maps/place/Numabukuro+West+Park/data=!4m2!3m1!1s0x6018f2829f9caef3:0x4ba5980c1ca974b,,
Oizumi Hikawa Shrine,,https://www.google.com/maps/place/Oizumi+Hikawa+Shrine/data=!4m2!3m1!1s0x6018eeb15201d103:0x55272d1ab4ca5332,,
Nerima Kuritsu Oizumiigashira Park,,https://www.google.com/maps/place/Nerima+Kuritsu+Oizumiigashira+Park/data=!4m2!3m1!1s0x6018eedaefabc845:0x981db975e1d1fa1b,,
Nerima Ward Sekitei no Mori Green Space,,https://www.google.com/maps/place/Nerima+Ward+Sekitei+no+Mori+Green+Space/data=!4m2!3m1!1s0x6018eec59cc0076b:0xffb90ac02fcb13be,,
Oizumi Tenjin Kitano Shrine,,https://www.google.com/maps/place/Oizumi+Tenjin+Kitano+Shrine/data=!4m2!3m1!1s0x6018eecf2d79f1e1:0xae0acb9d9777867a,,
ガーデンシティ品川御殿山公開空地,,https://www.google.com/maps/place/%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%82%B7%E3%83%86%E3%82%A3%E5%93%81%E5%B7%9D%E5%BE%A1%E6%AE%BF%E5%B1%B1%E5%85%AC%E9%96%8B%E7%A9%BA%E5%9C%B0/data=!4m2!3m1!1s0x60188ba00f91824b:0xbfd023386b1c79f7,,
Gotenyama Garden,,https://www.google.com/maps/place/Gotenyama+Garden/data=!4m2!3m1!1s0x60188a5e9816c3d9:0xfbb30ba7fedd29df,,
Higashi-Shinagawa Kaijo Park,,https://www.google.com/maps/place/Higashi-Shinagawa+Kaijo+Park/data=!4m2!3m1!1s0x60188a6db3519879:0xcf9417b84cd897dc,,
Shinagawa Central Garden,,https://www.google.com/maps/place/Shinagawa+Central+Garden/data=!4m2!3m1!1s0x60188a5b39ae430d:0xeb6cbb29e69a6ebd,,
Funasei,,https://www.google.com/maps/place/Funasei/data=!4m2!3m1!1s0x60188a42e417742d:0xf260f3149c8e8b3a,,
Ryokan Nushiya,,https://www.google.com/maps/place/Ryokan+Nushiya/data=!4m2!3m1!1s0x355a5d2d21bf0e19:0xcf1f1aa767016c77,,
Shusuien,,https://www.google.com/maps/place/Shusuien/data=!4m2!3m1!1s0x355b2ef710c6d959:0xff5504d6a8e3aeef,,
Yomeiji Temple,,https://www.google.com/maps/place/Yomeiji+Temple/data=!4m2!3m1!1s0x355b2dfd461747e9:0x39e5c04532fc8c78,,
Fukuzushi,,https://www.google.com/maps/place/Fukuzushi/data=!4m2!3m1!1s0x355b2de28e55e3b7:0x49aaf03d23ca35e0,,
Nomad,,https://www.google.com/maps/place/Nomad/data=!4m2!3m1!1s0x355b2f08eb18f043:0x99cf934d34eb4c2e,,
Kissa Dambowl,,https://www.google.com/maps/place/Kissa+Dambowl/data=!4m2!3m1!1s0x355b2dc19773d5d7:0x838f6b0b6c14dcd4,,
Mori Ogai Memorial Museum,,https://www.google.com/maps/place/Mori+Ogai+Memorial+Museum/data=!4m2!3m1!1s0x355b2df2293cc1cb:0x12370ec04fe6a83f,,
Taikodani Inari-jinja Shrine,,https://www.google.com/maps/place/Taikodani+Inari-jinja+Shrine/data=!4m2!3m1!1s0x355b2dfb6ba57347:0x3ef3c231690e2cb1,,
Minoya,,https://www.google.com/maps/place/Minoya/data=!4m2!3m1!1s0x355b2e0911908c13:0xf387c5830334c44,,
Komien Kamiryo tea,,https://www.google.com/maps/place/Komien+Kamiryo+tea/data=!4m2!3m1!1s0x355b2e0a1c199793:0x1e9c2c13e64f6e04,,
Zeniarai Benten Shrine,,https://www.google.com/maps/place/Zeniarai+Benten+Shrine/data=!4m2!3m1!1s0x601845914191351b:0xad54ed3e620a6715,,
Erick South Curry and Biryani Centre,,https://www.google.com/maps/place/Erick+South+Curry+and+Biryani+Centre/data=!4m2!3m1!1s0x6018f341cf4eee5f:0x8aec10aaaaf3e955,,
Shibamata,,https://www.google.com/maps/place/Shibamata/data=!4m2!3m1!1s0x601885bcff209335:0x52ccee06a015ccea,,
Monzennakacho,,https://www.google.com/maps/place/Monzennakacho/data=!4m2!3m1!1s0x6018891316017ee9:0x8ac14cafaa9520db,,
Ishikawajima Park,,https://www.google.com/maps/place/Ishikawajima+Park/data=!4m2!3m1!1s0x6018892427ed5371:0x181ca8777ecc9b69,,
The Sumida Hokusai Museum,,https://www.google.com/maps/place/The+Sumida+Hokusai+Museum/data=!4m2!3m1!1s0x60188933b7d31881:0x7a02011fb48182aa,,
Kiyosumi Park,,https://www.google.com/maps/place/Kiyosumi+Park/data=!4m2!3m1!1s0x6018893fc7f5b61d:0xe173ec73bd8c5df6,,
Marishiten Tokudaiji Temple,,https://www.google.com/maps/place/Marishiten+Tokudaiji+Temple/data=!4m2!3m1!1s0x60188e9f946d5847:0xb6dffad13b23fb8d,,
BRISKSTAND KITASENJU,,https://www.google.com/maps/place/BRISKSTAND+KITASENJU/data=!4m2!3m1!1s0x60188f498ef171b5:0x8cf94340d5feebcb,,
もつ焼き蓮（もつやきれん）,,https://www.google.com/maps/place/%E3%82%82%E3%81%A4%E7%84%BC%E3%81%8D%E8%93%AE%EF%BC%88%E3%82%82%E3%81%A4%E3%82%84%E3%81%8D%E3%82%8C%E3%82%93%EF%BC%89/data=!4m2!3m1!1s0x60188f00de9c539f:0xa658c665b89a0306,,
元祖 肉玉そば 越智 西新井店,,https://www.google.com/maps/place/%E5%85%83%E7%A5%96+%E8%82%89%E7%8E%89%E3%81%9D%E3%81%B0+%E8%B6%8A%E6%99%BA+%E8%A5%BF%E6%96%B0%E4%BA%95%E5%BA%97/data=!4m2!3m1!1s0x6018910028664605:0xf0ad98041764a2c5,,
Byakushin,,https://www.google.com/maps/place/Byakushin/data=!4m2!3m1!1s0x601891339ac875a9:0x90b3963131e814b,,
竹風堂 松本中町店,,https://www.google.com/maps/place/%E7%AB%B9%E9%A2%A8%E5%A0%82+%E6%9D%BE%E6%9C%AC%E4%B8%AD%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x601d0e923cc3b741:0x4707455f25136b86,,
グレイン・ノート,,https://www.google.com/maps/place/%E3%82%B0%E3%83%AC%E3%82%A4%E3%83%B3%E3%83%BB%E3%83%8E%E3%83%BC%E3%83%88/data=!4m2!3m1!1s0x601d0e92165684bf:0x69d091d96083a6a6,,
Metoba-soba,,https://www.google.com/maps/place/Metoba-soba/data=!4m2!3m1!1s0x601d0e9225f4db39:0x41d1ae109c0fa9b6,,
Matsumoto Castle,,https://www.google.com/maps/place/Matsumoto+Castle/data=!4m2!3m1!1s0x601d0e850a9a5999:0x902d0e20fabcf654,,
Daio Wasabi Farm,,https://www.google.com/maps/place/Daio+Wasabi+Farm/data=!4m2!3m1!1s0x601d6da35d71bd7d:0xd8adcf7ab2065700,,
のきさきカフェ-Drip_Cofee,,https://www.google.com/maps/place/%E3%81%AE%E3%81%8D%E3%81%95%E3%81%8D%E3%82%AB%E3%83%95%E3%82%A7-Drip_Cofee/data=!4m2!3m1!1s0x601d71ff31625381:0x8b6c5d080f0779bb,,
Hozenji,,https://www.google.com/maps/place/Hozenji/data=!4m2!3m1!1s0x601d77aa3773f99f:0xbca714bdb0cee318,,
小松屋食堂,,https://www.google.com/maps/place/%E5%B0%8F%E6%9D%BE%E5%B1%8B%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x601d765303b54f89:0x64fb8406c11de793,,
Obasute Rice Terraces,,https://www.google.com/maps/place/Obasute+Rice+Terraces/data=!4m2!3m1!1s0x601d9dc4faadfced:0x6e4fd53ce7b42243,,
Obasute Station,,https://www.google.com/maps/place/Obasute+Station/data=!4m2!3m1!1s0x601d9d445d413427:0x1daa4177c4634859,,
コマツヤ/guesthouse komatsuya,,https://www.google.com/maps/place/%E3%82%B3%E3%83%9E%E3%83%84%E3%83%A4%2Fguesthouse+komatsuya/data=!4m2!3m1!1s0x60188ed74e739145:0xf81a10953b3e7374,,
Hachikokuyama Park,,https://www.google.com/maps/place/Hachikokuyama+Park/data=!4m2!3m1!1s0x6018e7458b3e782b:0x640be467e8d99234,,
Tama Lake,,https://www.google.com/maps/place/Tama+Lake/data=!4m2!3m1!1s0x6018e0b1a27e5da3:0x89699f80c5bc19d4,,
Koganei Park,,https://www.google.com/maps/place/Koganei+Park/data=!4m2!3m1!1s0x6018e5f2ce0fb48f:0x26c80b3e809bb2,,
Kichijōji,,https://www.google.com/maps/place/Kichij%C5%8Dji/data=!4m2!3m1!1s0x60188dc7d270bbad:0x1ee77f5fdc945d05,,
Komagome Higashi Park,,https://www.google.com/maps/place/Komagome+Higashi+Park/data=!4m2!3m1!1s0x60188d95a1cf5a41:0x95d0580d785e2ff,,
Komagome Tenso Shrine,,https://www.google.com/maps/place/Komagome+Tenso+Shrine/data=!4m2!3m1!1s0x60188dc71c5c4235:0xbf90fe71578a576f,,
Tokyo Metropolitan Teien Art Museum,,"https://www.google.com/maps/search/35.6369299,139.7190571",,
Katsuya Shinjuku South Exit Store,,https://www.google.com/maps/place/Katsuya+Shinjuku+South+Exit+Store/data=!4m2!3m1!1s0x60188cd1755c8969:0xcdf48c3c24ac7891,,
Tonkatsu Wako Subnade Shinjuku Branch,,https://www.google.com/maps/place/Tonkatsu+Wako+Subnade+Shinjuku+Branch/data=!4m2!3m1!1s0x60188db771479eb3:0x6c7bd3dc797b0745,,
Fuji Soba,,https://www.google.com/maps/place/Fuji+Soba/data=!4m2!3m1!1s0x60188da0419fe36b:0x707af4bfb04a6b20,,
YAKITORI Torikizoku Shinjuku 3 Chome Store,,https://www.google.com/maps/place/YAKITORI+Torikizoku+Shinjuku+3+Chome+Store/data=!4m2!3m1!1s0x60188cdb7869bd91:0x2147ae3ad69b80bf,,
Sukiya,,https://www.google.com/maps/place/Sukiya/data=!4m2!3m1!1s0x60188cdec6c7a86b:0xbc6487462876cfc2,,
Sukiya,,https://www.google.com/maps/place/Sukiya/data=!4m2!3m1!1s0x60188cdcdf54571b:0x4f31528c6c634420,,
Sukiya Shinjuku South Restaurant,,https://www.google.com/maps/place/Sukiya+Shinjuku+South+Restaurant/data=!4m2!3m1!1s0x60188cdae3d46d25:0x6ce86d8c594bcba7,,
Yoshinoya Shinjuku 4 Chome,,https://www.google.com/maps/place/Yoshinoya+Shinjuku+4+Chome/data=!4m2!3m1!1s0x60188cdb26d95ea3:0xcd389626b6f10590,,
Yoshinoya,,https://www.google.com/maps/place/Yoshinoya/data=!4m2!3m1!1s0x60188dadda8d09d1:0x327e49433a9884c6,,
Yoshinoya Shinjuku 1 Chome,,https://www.google.com/maps/place/Yoshinoya+Shinjuku+1+Chome/data=!4m2!3m1!1s0x60188ce80283e079:0x852a05228e43a061,,
Tokyu Kabukicho Tower,,https://www.google.com/maps/place/Tokyu+Kabukicho+Tower/data=!4m2!3m1!1s0x60188dfd822aaa3f:0xd47e0ccc16555ea9,,
FamilyMart,,https://www.google.com/maps/place/FamilyMart/data=!4m2!3m1!1s0x60188cdb5f110d8f:0x4941bdb90c46b6b7,,
Green Window (Shinjuku Station South Exit),,https://www.google.com/maps/place/Green+Window+(Shinjuku+Station+South+Exit)/data=!4m2!3m1!1s0x60188dc76eb96d5b:0x354c7a50cd0ff3a6,,
Ajisai Park,,https://www.google.com/maps/place/Ajisai+Park/data=!4m2!3m1!1s0x6018e663eb4fcc93:0xf8e1ebbb7a1ab522,,
Otonashi Shrine,,https://www.google.com/maps/place/Otonashi+Shrine/data=!4m2!3m1!1s0x354e4777c2443851:0x40a51c8208cc17fa,,
Tomioka Hachiman Shrine,,https://www.google.com/maps/place/Tomioka+Hachiman+Shrine/data=!4m2!3m1!1s0x355389c0d1405d09:0x34e1b37a60a766a0,,
Takaya Shrine,,https://www.google.com/maps/place/Takaya+Shrine/data=!4m2!3m1!1s0x355182a2d1f6f4f1:0x2f5ae8735e82f783,,
Furuishiba Bridge,,https://www.google.com/maps/place/Furuishiba+Bridge/data=!4m2!3m1!1s0x601889129932303d:0xae3b2ffd8b026a1f,,
Tsushima Bridge,,https://www.google.com/maps/place/Tsushima+Bridge/data=!4m2!3m1!1s0x35517bbcf9f54b6b:0xe4a26d9c9fb98243,,
Tsushima Shrine,,https://www.google.com/maps/place/Tsushima+Shrine/data=!4m2!3m1!1s0x35517b9248750113:0x902f3cffeda5c892,,
Oshima River Sluice Gate Terrace Connecting Bridge,,https://www.google.com/maps/place/Oshima+River+Sluice+Gate+Terrace+Connecting+Bridge/data=!4m2!3m1!1s0x6018899c9a057765:0xa175cd2a89f03d97,,
Botancho Park,,https://www.google.com/maps/place/Botancho+Park/data=!4m2!3m1!1s0x6018890d7077863f:0x29496e0e731217de,,
Totomi Bridge,,https://www.google.com/maps/place/Totomi+Bridge/data=!4m2!3m1!1s0x6018890ee3a18825:0xbd5580c001f5b9e0,,
Horikawa Ebisu Shrine,,https://www.google.com/maps/place/Horikawa+Ebisu+Shrine/data=!4m2!3m1!1s0x6000e6c3b52ad637:0x6ce41bfc8a3bf947,,
Hachiman Bridge,,https://www.google.com/maps/place/Hachiman+Bridge/data=!4m2!3m1!1s0x6018890e2e8f90f1:0xc385106d57c9ea3f,,
Minowa Station,,https://www.google.com/maps/place/Minowa+Station/data=!4m2!3m1!1s0x60188e8b0da00049:0xda470c2569761695,,
Joyful Minowa,,https://www.google.com/maps/place/Joyful+Minowa/data=!4m2!3m1!1s0x60188e8a951883b1:0xc8573d6c4aeae502,,
Joyful Minowa Shopping Street,,https://www.google.com/maps/place/Joyful+Minowa+Shopping+Street/data=!4m2!3m1!1s0x60188e602817b00f:0x8196711538424dfb,,
Atago Jinja,,https://www.google.com/maps/place/Atago+Jinja/data=!4m2!3m1!1s0x6003ed755935edbb:0x5756f46678a0b0d2,,
Tomioka Hachiman Shrine,,https://www.google.com/maps/place/Tomioka+Hachiman+Shrine/data=!4m2!3m1!1s0x60188911e0485d2b:0x9fbb1c28c26c66e6,,
Shinagawa Shrine,,https://www.google.com/maps/place/Shinagawa+Shrine/data=!4m2!3m1!1s0x60188a6707ed45a9:0xeb3ccef0c68029e4,,
Ōji Inari Shrine,,https://www.google.com/maps/place/%C5%8Cji+Inari+Shrine/data=!4m2!3m1!1s0x60189262c7d06085:0x26e0d127f0511069,,
Oji Shrine,,https://www.google.com/maps/place/Oji+Shrine/data=!4m2!3m1!1s0x6018927c6a24915d:0xe90028632b6e1312,,
Hakusan Shrine,,https://www.google.com/maps/place/Hakusan+Shrine/data=!4m2!3m1!1s0x60188db669430331:0x1f13bcc716f8aab6,,
Kameido Tenjin Shrine,,https://www.google.com/maps/place/Kameido+Tenjin+Shrine/data=!4m2!3m1!1s0x601888d178fe84b1:0x432bb2b6c650d9ae,,
Shiba Daijingū,,https://www.google.com/maps/place/Shiba+Daijing%C5%AB/data=!4m2!3m1!1s0x60188bc75256bcc3:0xe68c8f03f095a231,,
Ichikishima Shrine,,https://www.google.com/maps/place/Ichikishima+Shrine/data=!4m2!3m1!1s0x6018ec252d6c2fff:0x142b3b42371b40b7,,
Atago Shrine,,https://www.google.com/maps/place/Atago+Shrine/data=!4m2!3m1!1s0x6018ec252d6c2c55:0xf2e63e9e0a030b0c,,
Hisakuni-jinja Shrine,,https://www.google.com/maps/place/Hisakuni-jinja+Shrine/data=!4m2!3m1!1s0x60188b8492e11085:0xfffae08bf66a7f47,,
Shiawase Inari Shrine,,https://www.google.com/maps/place/Shiawase+Inari+Shrine/data=!4m2!3m1!1s0x60188b83e9d7c95d:0x1d15078ccf0f23dd,,
Akasaka Hikawa Shrine,,https://www.google.com/maps/place/Akasaka+Hikawa+Shrine/data=!4m2!3m1!1s0x6018e8f324cbd74d:0xe93114d4e784db5d,,
"Tokyu Plaza Omotesando""OMOKADO""",,https://www.google.com/maps/place/Tokyu+Plaza+Omotesando%22OMOKADO%22/data=!4m2!3m1!1s0x60188ca47d9d408f:0xcad336117f4b7838,,
Red Rock Harajuku,,https://www.google.com/maps/place/Red+Rock+Harajuku/data=!4m2!3m1!1s0x60188ca337af2f4b:0x4190db1e9a3645bb,,
Ura-Harajuku,,https://www.google.com/maps/place/Ura-Harajuku/data=!4m2!3m1!1s0x601863659f405dd1:0x7c6a10a0abe0d7f4,,
3-chōme-18-18 Jingūmae,,https://www.google.com/maps/place/3-ch%C5%8Dme-18-18+Jing%C5%ABmae/data=!4m2!3m1!1s0x60188ca3aa75dd77:0x3640df2c6f432266,,
Mount Takao,,https://www.google.com/maps/place/Mount+Takao/data=!4m2!3m1!1s0x6019197f5ea3876f:0xc7070b841ef62fdf,,
Tokyo Ramen Street,,https://www.google.com/maps/place/Tokyo+Ramen+Street/data=!4m2!3m1!1s0x60188bf95f25e619:0x985dbec7845ac2c2,,
Menya Hyottoko Yurakucho,,https://www.google.com/maps/place/Menya+Hyottoko+Yurakucho/data=!4m2!3m1!1s0x60188be53d8f6d49:0x312d1474b09adce2,,
Ginza Hachigou,,https://www.google.com/maps/place/Ginza+Hachigou/data=!4m2!3m1!1s0x60188be664634e5f:0xb960da45f432b5da,,
Jikasei MENSHO,,https://www.google.com/maps/place/Jikasei+MENSHO/data=!4m2!3m1!1s0x60188d1665913a2d:0x1c5a02959036d3fb,,
Kyūshū Jangara Ginza,,https://www.google.com/maps/place/Ky%C5%ABsh%C5%AB+Jangara+Ginza/data=!4m2!3m1!1s0x60188be654b485ed:0x2da99b2112856b84,,
Kyushu Jangara Akihabara,,https://www.google.com/maps/place/Kyushu+Jangara+Akihabara/data=!4m2!3m1!1s0x60188c1dcea2d1f7:0xdb4fb9ee996c3ab8,,
Kyushu Jangara Ramen Harajuku,,https://www.google.com/maps/place/Kyushu+Jangara+Ramen+Harajuku/data=!4m2!3m1!1s0x60188d20d5778f3f:0x155f40b9b06cbae0,,
Tonkatsu Wako Shibuya Mark City,,https://www.google.com/maps/place/Tonkatsu+Wako+Shibuya+Mark+City/data=!4m2!3m1!1s0x60188b560f6804b3:0x345371b55ab9b4df,,
Sakurazaka Park,,https://www.google.com/maps/place/Sakurazaka+Park/data=!4m2!3m1!1s0x60188b79ab546613:0x44e384333ff05787,,
